id,function_name,stage_id,num_tasks,submission_time,completion_time,executor_run_time,result_size,jvm_gc_time,peak_execution_memory,disk_bytes_spilled,memory_bytes_spilled
219,avgNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629800966998,1629800971091,1049,2031,279,0,0,0
220,avgNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629800966618,1629801014510,46525,1969,30505,0,0,0
221,avgNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801014548,1629801035055,61536,936514,18624,26923302912,0,0
222,avgNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801035088,1629801039227,6511,1002815,119,0,0,0
223,avgNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801049627,1629801054201,1222,2074,285,0,0,0
224,avgNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801049267,1629801097149,46522,1969,30501,0,0,0
225,avgNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801097189,1629801117567,62192,936645,18538,26923302912,0,0
226,avgNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801117605,1629801122200,7231,1002729,726,0,0,0
227,avgNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801144270,1629801148382,987,2030,286,0,0,0
228,avgNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801143933,1629801192836,47555,1969,31288,0,0,0
229,avgNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801192875,1629801209978,55526,936901,11854,26923302912,0,0
230,avgNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801210012,1629801214086,6114,1002815,102,0,0,0
231,avgNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801231611,1629801235702,958,2031,314,0,0,0
232,avgNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801231474,1629801278741,46191,1969,30443,0,0,0
233,avgNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801278779,1629801298860,61587,936299,17736,26923302912,0,0
234,avgNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801298894,1629801303341,6260,1002729,409,0,0,0
235,avgNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801319833,1629801330420,4320,2030,6601,0,0,0
236,avgNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801319510,1629801370824,49944,1968,35682,0,0,0
237,avgNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801370864,1629801385891,25496,936535,1905,26923302912,0,0
238,avgNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801385919,1629801389573,5591,1002858,117,0,0,0
239,avgNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801402157,1629801406171,959,2031,291,0,0,0
240,avgNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801401841,1629801452026,48931,1968,33300,0,0,0
241,avgNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801452063,1629801470957,61279,936848,18435,26923302912,0,0
242,avgNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801470986,1629801475053,6291,1002815,92,0,0,0
243,avgNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801458178,1629801462481,1167,2074,272,0,0,0
244,avgNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801458024,1629801516752,57610,1969,41849,0,0,0
245,avgNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801516793,1629801540330,69448,938234,24046,26923302912,0,0
246,avgNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801540363,1629801544678,6417,1002772,297,0,0,0
247,avgNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801594709,1629801598898,1031,2074,288,0,0,0
248,avgNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801594573,1629801642631,46889,1968,31049,0,0,0
249,avgNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801642668,1629801661552,60417,936502,16781,26923302912,0,0
250,avgNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801661585,1629801665904,6708,1002772,89,0,0,0
251,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801682046,1629801686341,1155,2074,310,0,0,0
252,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801681700,1629801767514,84344,1969,38193,0,0,0
253,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801767554,1629801785336,56543,937978,12081,26923302912,0,0
254,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801785371,1629801789206,5441,1002901,109,0,0,0
255,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801806463,1629801810562,987,2030,309,0,0,0
256,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801806063,1629801854530,47131,1968,31464,0,0,0
257,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801854569,1629801871588,56771,936717,12375,26923302912,0,0
258,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801871618,1629801875244,5535,1002858,136,0,0,0
259,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629801895967,1629801900184,1102,2073,304,0,0,0
260,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629801895605,1629801974365,77341,1969,32120,0,0,0
261,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629801974409,1629801991904,57392,937331,12446,26923302912,0,0
262,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629801991935,1629801995705,5360,1002815,100,0,0,0
263,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802007282,1629802011317,955,2031,303,0,0,0
264,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802007143,1629802063773,55497,1969,39664,0,0,0
265,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802063814,1629802082436,60878,940300,15258,26923302912,0,0
266,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802082468,1629802086074,5310,1002987,103,0,0,0
267,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802103980,1629802108367,1005,2030,291,0,0,0
268,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802104295,1629802184109,78787,1969,33128,0,0,0
269,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802184147,1629802202743,58815,936258,15405,26923302912,0,0
270,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802202773,1629802206639,5488,1002686,232,0,0,0
271,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802227143,1629802231454,1227,2031,279,0,0,0
272,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802226823,1629802311875,83668,1969,38085,0,0,0
273,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802311912,1629802332714,62688,937030,17801,26923302912,0,0
274,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802332741,1629802336487,5275,1002686,157,0,0,0
275,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802315461,1629802319678,1118,2031,289,0,0,0
276,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802315092,1629802368480,52090,1969,36503,0,0,0
277,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802368524,1629802388013,61636,938449,17531,26923302912,0,0
278,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802388047,1629802391650,5202,1002901,115,0,0,0
279,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802441996,1629802446171,1125,2073,268,0,0,0
280,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802441621,1629802498650,55684,1968,39940,0,0,0
281,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802498687,1629802516314,58457,939942,13436,26923302912,0,0
282,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802516350,1629802519843,5221,1002987,117,0,0,0
283,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802537689,1629802547297,3844,2031,5824,0,0,0
284,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802537336,1629802586005,47199,1969,32413,0,0,0
285,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802586042,1629802601153,25572,936907,2364,26923302912,0,0
286,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802601182,1629802604485,4880,1002944,162,0,0,0
287,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802624511,1629802628801,1234,2074,282,0,0,0
288,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802624173,1629802680813,55335,1968,39535,0,0,0
289,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802680852,1629802699326,59610,940716,14825,26923302912,0,0
290,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802699354,1629802702992,5450,1003159,135,0,0,0
291,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802713974,1629802718134,1131,2031,244,0,0,0
292,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802713596,1629802762770,47786,1969,31907,0,0,0
293,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802762809,1629802782549,59952,936645,17599,26923302912,0,0
294,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802782581,1629802786678,6403,1002858,120,0,0,0
295,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802803197,1629802807409,1106,2031,304,0,0,0
296,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802802859,1629802861308,57181,1968,41283,0,0,0
297,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802861346,1629802883578,66168,937536,20717,26923302912,0,0
298,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802883611,1629802887010,5038,1002729,85,0,0,0
299,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802872216,1629802876430,1077,2030,282,0,0,0
300,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802871831,1629802927022,53881,1969,38056,0,0,0
301,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629802927070,1629802943671,54147,938320,10762,26923302912,0,0
302,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629802943703,1629802947507,5588,1003030,152,0,0,0
303,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629802997273,1629803001619,945,2030,293,0,0,0
304,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629802997587,1629803077031,78412,2012,32343,0,0,0
305,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803077068,1629803094138,57266,937118,12347,26923302912,0,0
306,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803094167,1629803097943,5373,1002729,61,0,0,0
307,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803115633,1629803119861,1148,2030,293,0,0,0
308,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803115496,1629803200470,83810,1969,38535,0,0,0
309,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803200507,1629803220212,63236,936774,17193,26923302912,0,0
310,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803220239,1629803224106,5662,1002772,132,0,0,0
311,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803239930,1629803244618,1239,2031,316,0,0,0
312,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803240248,1629803291668,50455,2012,34653,0,0,0
313,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803291707,1629803311544,62449,936989,18043,26923302912,0,0
314,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803311576,1629803315170,5431,1002729,72,0,0,0
315,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803335138,1629803339219,996,2031,305,0,0,0
316,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803335000,1629803383755,47662,1969,31634,0,0,0
317,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803383795,1629803400979,55807,937245,12231,26923302912,0,0
318,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803401015,1629803404589,5168,1002858,118,0,0,0
319,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803416457,1629803420604,1056,2030,288,0,0,0
320,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803416134,1629803494440,76932,1969,31571,0,0,0
321,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803494479,1629803512239,57873,939526,12807,26923302912,0,0
322,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803512269,1629803516064,5403,1003030,166,0,0,0
323,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803532448,1629803537015,1231,2031,295,0,0,0
324,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803532091,1629803590978,57607,1969,41881,0,0,0
325,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803591016,1629803613051,67095,938234,22593,26923302912,0,0
326,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803613079,1629803616957,5927,1002772,850,0,0,0
327,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803601674,1629803605969,1213,2074,304,0,0,0
328,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803601293,1629803658763,56128,1969,40038,0,0,0
329,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803658804,1629803677080,58853,939696,14199,26923302912,0,0
330,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803677115,1629803680863,5438,1002987,120,0,0,0
331,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803735947,1629803740123,971,2030,279,0,0,0
332,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803736089,1629803782857,45780,1969,29726,0,0,0
333,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803782899,1629803799981,56429,937976,11652,26923302912,0,0
334,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803800014,1629803803795,5543,1002858,107,0,0,0
335,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803810935,1629803815034,1008,2030,284,0,0,0
336,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803810790,1629803864434,52503,1969,36708,0,0,0
337,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803864474,1629803886721,67734,939223,22416,26923302912,0,0
338,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803886752,1629803890490,5685,1002901,128,0,0,0
339,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803912746,1629803917139,1017,2031,303,0,0,0
340,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803913074,1629803961748,47655,1969,31525,0,0,0
341,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629803961787,1629803980425,60735,936989,16441,26923302912,0,0
342,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629803980456,1629803984209,5738,1002772,106,0,0,0
343,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629803998564,1629804005802,1285,2030,3236,0,0,0
344,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629803998423,1629804046216,46572,1968,31792,0,0,0
345,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804046257,1629804061744,26185,936922,2284,26923302912,0,0
346,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804061775,1629804064967,4676,1002815,91,0,0,0
347,countNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804082564,1629804086845,1204,2031,267,0,0,0
348,countNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804082224,1629804134151,50629,1969,34828,0,0,0
349,countNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804134192,1629804151809,57803,937546,13153,26923302912,0,0
350,countNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804151839,1629804155336,5268,1002901,140,0,0,0
351,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804182007,1629804186724,1327,2074,273,0,0,0
352,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804181869,1629804230599,47551,1969,31497,0,0,0
353,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804230641,1629804249860,60728,936987,16710,26923302912,0,0
354,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804249893,1629804253581,5642,1002772,71,0,0,0
355,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804264695,1629804268777,1032,2031,284,0,0,0
356,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804264565,1629804320014,54290,1969,38801,0,0,0
357,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804320055,1629804343449,68776,940298,24410,26923302912,0,0
358,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804343479,1629804347498,6066,1003288,230,0,0,0
359,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804358610,1629804362698,1065,2073,268,0,0,0
360,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804358471,1629804406786,47221,1969,31560,0,0,0
361,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804406827,1629804426900,61799,937032,16766,26923302912,0,0
362,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804426936,1629804430846,6035,1002729,64,0,0,0
363,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804448933,1629804453010,975,2030,298,0,0,0
364,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804448792,1629804502139,52218,1969,36550,0,0,0
365,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804502177,1629804520640,58748,937720,14478,26923302912,0,0
366,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804520670,1629804524698,6214,1002987,170,0,0,0
367,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804507844,1629804511982,1036,2030,289,0,0,0
368,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804507681,1629804556769,47925,1969,31527,0,0,0
369,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804556813,1629804574395,57803,937159,13624,26923302912,0,0
370,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804574428,1629804578376,5862,1002901,131,0,0,0
371,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804633467,1629804638160,1290,2074,293,0,0,0
372,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804633140,1629804681640,47122,1969,31418,0,0,0
373,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804681679,1629804698869,56891,937030,12351,26923302912,0,0
374,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804698899,1629804702728,5871,1002772,92,0,0,0
375,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804713158,1629804717294,1063,2031,293,0,0,0
376,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804712803,1629804787325,73109,1969,27915,0,0,0
377,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804787364,1629804805022,56330,936301,12630,26923302912,0,0
378,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804805055,1629804809512,6769,1002729,76,0,0,0
379,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804826471,1629804830609,1096,2073,264,0,0,0
380,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804826110,1629804874651,47203,1969,31441,0,0,0
381,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804874691,1629804891787,56443,936903,12192,26923302912,0,0
382,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804891820,1629804895873,6260,1002686,42,0,0,0
383,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804913131,1629804923165,4178,2074,6020,0,0,0
384,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804912789,1629804961826,47586,1969,32744,0,0,0
385,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629804961865,1629804976740,25187,936864,1919,26923302912,0,0
386,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629804976770,1629804980277,5248,1002729,51,0,0,0
387,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629804964319,1629804968429,972,2030,303,0,0,0
388,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629804964158,1629805012880,47574,1969,31718,0,0,0
389,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805012922,1629805031283,59111,936858,15164,26923302912,0,0
390,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805031318,1629805035327,5910,1002686,52,0,0,0
391,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805086230,1629805090447,1084,2031,288,0,0,0
392,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805085893,1629805134326,47131,1969,31335,0,0,0
393,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805134364,1629805153434,60374,937032,16473,26923302912,0,0
394,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805153467,1629805157183,5677,1002772,80,0,0,0
395,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805172114,1629805176299,1069,2030,292,0,0,0
396,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805171970,1629805220423,47336,2012,31435,0,0,0
397,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805220461,1629805237689,57322,937462,13064,26923302912,0,0
398,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805237719,1629805241515,5811,1002901,124,0,0,0
399,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805253763,1629805258186,973,2073,300,0,0,0
400,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805254135,1629805310846,55742,1968,40043,0,0,0
401,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805310887,1629805329017,59629,939727,14924,26923302912,0,0
402,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805329050,1629805332936,5967,1003073,200,0,0,0
403,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805349386,1629805354001,1254,2074,317,0,0,0
404,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805349069,1629805397742,47392,1968,31505,0,0,0
405,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805397784,1629805417492,62074,936416,18287,26923302912,0,0
406,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805417532,1629805421572,6293,1002901,130,0,0,0
407,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805442835,1629805453808,4388,2030,6596,0,0,0
408,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805442480,1629805491774,47904,1968,32872,0,0,0
409,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805491817,1629805506601,25095,936406,1844,26923302912,0,0
410,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805506632,1629805510154,5396,1002901,153,0,0,0
411,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805532212,1629805537208,1237,2074,290,0,0,0
412,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805532549,1629805589306,55833,2011,40091,0,0,0
413,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805589350,1629805607830,59075,940888,14872,26923302912,0,0
414,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805607859,1629805612192,6924,1003202,217,0,0,0
415,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805590961,1629805598407,1356,2074,3329,0,0,0
416,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805590607,1629805639732,47693,1969,32392,0,0,0
417,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805639775,1629805654688,24996,937079,1938,26923302912,0,0
418,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805654719,1629805658426,5339,1002858,96,0,0,0
419,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805710006,1629805714620,1227,2074,292,0,0,0
420,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805709659,1629805786635,75652,1969,31059,0,0,0
421,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805786674,1629805803682,56488,939612,11777,26923302912,0,0
422,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805803710,1629805807733,6095,1003030,138,0,0,0
423,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805824779,1629805829050,1142,2031,303,0,0,0
424,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805824400,1629805881023,55269,1968,39898,0,0,0
425,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805881062,1629805897875,56234,937923,11984,26923302912,0,0
426,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629805897903,1629805901710,5873,1003030,124,0,0,0
427,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629805911893,1629805916261,975,2031,289,0,0,0
428,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629805912236,1629805991452,78151,1969,32515,0,0,0
429,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629805991495,1629806010987,62033,936342,17490,26923302912,0,0
430,minNetProfitGroupedBySoldDateWhereYearAfter2000,3,200,1629806011026,1629806015285,6369,1002772,352,0,0,0
431,minNetProfitGroupedBySoldDateWhereYearAfter2000,1,1,1629806036409,1629806041055,1285,2031,287,0,0,0
432,minNetProfitGroupedBySoldDateWhereYearAfter2000,0,1,1629806036271,1629806086082,48673,1969,32997,0,0,0
433,minNetProfitGroupedBySoldDateWhereYearAfter2000,2,200,1629806086121,1629806104645,58628,937030,15466,26923302912,0,0
